TF	Target	Score
G116	G794	0.0026238
G52	G1548	0.00262347
G30	G606	0.00262347
G98	G145	0.00262285
G11	G1214	0.00262248
G70	G1601	0.00262238
G117	G1299	0.00262199
G40	G878	0.00262102
G154	G1276	0.00261972
G33	G193	0.0026192
G170	G417	0.00261775
G71	G1467	0.00261622
G143	G71	0.00261614
G12	G480	0.00261362
G18	G28	0.00261246
G40	G728	0.00261191
G74	G285	0.00261159
G168	G1208	0.00261141
G49	G683	0.00261136
G45	G960	0.00260933
G165	G468	0.00260875
G57	G1450	0.0026078
G113	G1073	0.00260773
G168	G347	0.00260683
G68	G355	0.00260635
G184	G340	0.00260634
G176	G341	0.00260444
G92	G757	0.00260328
G130	G859	0.00260163
G171	G461	0.00260143
G170	G1087	0.00259965
G12	G545	0.00259919
G49	G976	0.00259815
G36	G1301	0.0025981
G166	G864	0.00259777
G132	G571	0.00259759
G146	G1433	0.00259726
G168	G318	0.00259642
G55	G1112	0.00259518
G23	G527	0.00259495
G119	G712	0.0025934
G172	G1330	0.00259129
G105	G1005	0.00259127
G34	G1512	0.00259074
G165	G1553	0.00258997
G194	G333	0.00258969
G71	G1370	0.00258854
G64	G462	0.00258824
G123	G611	0.00258754
G192	G761	0.00258631
G39	G779	0.0025862
G28	G233	0.00258618
G76	G1311	0.00258484
G169	G230	0.00258474
G12	G15	0.00258434
G82	G747	0.00258257
G153	G375	0.00258244
G145	G272	0.00258146
G177	G338	0.00258026
G80	G280	0.00257947
G47	G631	0.00257935
G188	G880	0.00257794
G177	G1370	0.00257754
G179	G1058	0.00257723
G154	G59	0.00257451
G40	G453	0.00257408
G159	G1192	0.00257322
G173	G517	0.00257255
G119	G744	0.00257146
G121	G1023	0.00257102
G159	G1359	0.00257088
G19	G5	0.00256953
G177	G1052	0.0025695
G11	G294	0.00256941
G155	G1113	0.0025687
G188	G879	0.00256811
G24	G1241	0.0025664
G130	G856	0.00256455
G129	G603	0.00256373
G179	G284	0.00256324
G129	G1161	0.00256297
G18	G205	0.00256283
G150	G984	0.00256278
G42	G597	0.00256204
G36	G265	0.00256045
G76	G150	0.00255962
G97	G452	0.0025594
G128	G587	0.00255916
G155	G855	0.00255553
G126	G945	0.00255544
G86	G1577	0.00255532
G145	G1424	0.00255376
G98	G1389	0.00255307
G95	G329	0.00255184
G102	G1527	0.00255009
G161	G414	0.00254986
G132	G1284	0.00254887
G173	G1370	0.00254809
G116	G286	0.00254627
G107	G39	0.00254565
G69	G1532	0.0025452
G164	G132	0.00254479
G53	G1613	0.00254393
G34	G87	0.00254392
G180	G1112	0.00254354
G161	G341	0.00254305
G171	G1376	0.00254261
G123	G593	0.0025425
G105	G299	0.00254202
G61	G1389	0.00254165
G193	G844	0.00254111
G172	G512	0.00253987
G50	G1024	0.00253949
G137	G504	0.00253806
G190	G1381	0.00253722
G11	G822	0.00253722
G26	G479	0.00253717
G125	G728	0.00253573
G102	G1101	0.00253554
G20	G1257	0.00253506
G24	G1311	0.0025334
G133	G1168	0.00253065
G42	G1058	0.00253055
G179	G963	0.00252952
G94	G1530	0.0025293
G52	G655	0.00252874
G169	G108	0.00252873
G2	G1267	0.00252745
G64	G461	0.0025264
G129	G264	0.00252635
G77	G599	0.00252592
G115	G78	0.00252569
G6	G597	0.00252565
G127	G460	0.00252552
G145	G991	0.00252532
G12	G499	0.00252436
G123	G818	0.00252425
G114	G464	0.00252343
G44	G1422	0.00252342
G89	G348	0.00252338
G127	G461	0.00252317
G154	G1081	0.00252213
G180	G1419	0.00252165
G138	G129	0.00252044
G20	G1294	0.00252041
G73	G1359	0.00251972
G31	G333	0.00251868
G126	G437	0.00251801
G108	G241	0.00251653
G156	G767	0.00251641
G90	G760	0.00251589
G87	G1623	0.00251492
G19	G37	0.00251489
G173	G647	0.00251375
G171	G1304	0.00251353
G150	G484	0.00251341
G34	G23	0.00251286
G117	G236	0.00251284
G14	G1335	0.00251259
G71	G227	0.00251159
G195	G400	0.00251025
G156	G195	0.00250735
G187	G476	0.0025072
G24	G841	0.00250618
G48	G812	0.00250581
G182	G1127	0.00250393
G64	G1098	0.00250349
G84	G959	0.00250139
G94	G1487	0.00250115
G79	G618	0.00249873
G155	G304	0.00249867
G185	G476	0.00249856
G26	G907	0.00249835
G115	G836	0.00249726
G190	G1640	0.00249565
G23	G833	0.00249509
G32	G929	0.00249452
G32	G1622	0.00249444
G28	G1594	0.00249431
G81	G1436	0.00249431
G93	G1062	0.00249404
G133	G1488	0.00249393
G59	G879	0.00249372
G125	G1112	0.00249292
G75	G267	0.00249213
G107	G670	0.00249102
G161	G1314	0.00249057
G5	G670	0.00249007
G54	G2	0.0024899
G160	G220	0.00248973
G49	G1057	0.00248894
G109	G803	0.00248879
G188	G885	0.0024879
G44	G559	0.00248768
G138	G1048	0.00248752
G24	G110	0.00248686
G65	G618	0.00248608
G94	G1269	0.00248517
G176	G1093	0.00248384
G124	G1241	0.00248332
G128	G864	0.00248324
G20	G1074	0.00248305
G130	G1311	0.00248298
G30	G70	0.00248279
G180	G728	0.00248276
G105	G1042	0.00248111
G49	G490	0.00248043
G88	G498	0.00248037
G174	G419	0.00247964
G93	G818	0.00247906
G90	G1473	0.00247828
G164	G929	0.00247813
G179	G1088	0.00247748
G125	G991	0.0024773
G67	G1173	0.00247727
G79	G138	0.00247696
G45	G413	0.00247645
G45	G454	0.00247531
G192	G297	0.00247525
G118	G911	0.00247433
G89	G1330	0.00247322
G41	G91	0.00247254
G170	G1214	0.0024724
G70	G304	0.00247213
G176	G94	0.00247156
G14	G268	0.00247129
G6	G1075	0.0024712
G95	G782	0.00246968
G48	G1374	0.00246968
G77	G569	0.00246805
G151	G977	0.00246664
G31	G1099	0.0024663
G48	G1424	0.00246547
G50	G636	0.00246522
G185	G509	0.00246443
G123	G526	0.00246418
G52	G198	0.00246385
G6	G1089	0.00246276
G105	G1534	0.00246126
G90	G1344	0.00246025
G35	G154	0.00245965
G162	G719	0.00245916
G12	G778	0.00245894
G170	G444	0.00245794
G53	G1370	0.00245759
G151	G1489	0.00245746
G138	G65	0.00245725
G172	G1204	0.00245706
G40	G1425	0.00245705
G28	G96	0.00245525
G45	G1558	0.00245394
G16	G553	0.00244892
G94	G1248	0.00244799
G130	G10	0.00244785
G67	G870	0.00244731
G177	G309	0.00244718
G115	G831	0.00244714
G115	G79	0.00244428
G43	G1598	0.00244208
G45	G1463	0.00244198
G125	G227	0.00244186
G51	G102	0.0024407
G158	G258	0.00244019
G178	G139	0.00243937
G122	G634	0.00243795
G22	G38	0.00243738
G84	G690	0.00243664
G14	G1495	0.00243612
G11	G27	0.00243569
G143	G376	0.00243525
G7	G205	0.0024344
G31	G1332	0.00243387
G145	G1311	0.00243357
G171	G517	0.00243129
G183	G118	0.00243097
G78	G1253	0.00243057
G182	G1596	0.00243035
G165	G194	0.00242992
G67	G335	0.00242938
G11	G1039	0.00242818
G50	G479	0.00242696
G168	G1081	0.0024263
G146	G1098	0.00242621
G177	G195	0.00242382
G11	G1517	0.00242251
G98	G672	0.00242248
G76	G1317	0.0024211
G172	G1287	0.00242108
G38	G20	0.00242044
G136	G1253	0.00242032
G24	G108	0.00241991
G17	G579	0.00241838
G111	G1380	0.00241806
G117	G1317	0.00241798
G173	G728	0.00241502
G152	G23	0.00241472
G118	G1198	0.0024126
G174	G1090	0.00241246
G163	G351	0.00241152
G17	G345	0.00241077
G164	G355	0.00241017
G133	G1178	0.00240992
G82	G73	0.0024099
G118	G413	0.00240896
G142	G1024	0.00240866
G167	G1085	0.00240691
G79	G600	0.00240669
G171	G786	0.00240609
G158	G747	0.00240585
G90	G198	0.00240484
G156	G705	0.00240458
G149	G363	0.0024037
G14	G110	0.00240223
G48	G999	0.00240207
G5	G279	0.00240166
G118	G217	0.00240049
G72	G849	0.00240009
G102	G1400	0.00239987
G75	G972	0.00239952
G111	G1098	0.00239739
G145	G1610	0.00239709
G122	G167	0.00239619
G37	G834	0.00239583
G31	G740	0.00239533
G138	G185	0.00239495
G128	G207	0.00239461
G144	G207	0.00239406
G61	G52	0.00239372
G105	G1087	0.00239256
G30	G501	0.00239199
G54	G1120	0.00239189
G20	G1627	0.00239166
G65	G719	0.00239012
G11	G1304	0.00238917
G36	G1612	0.00238852
G160	G981	0.00238833
G111	G520	0.00238797
G139	G232	0.00238772
G45	G89	0.00238764
G161	G269	0.00238697
G40	G417	0.00238581
G151	G80	0.00238528
G48	G1435	0.00238415
G54	G683	0.00238361
G4	G232	0.00238322
G120	G936	0.00238269
G162	G421	0.00238199
G28	G1565	0.00238104
G165	G963	0.00238042
G73	G693	0.00238039
G89	G1517	0.00237931
G71	G515	0.00237896
G146	G1081	0.00237802
G183	G578	0.00237792
G84	G410	0.00237788
G153	G175	0.00237705
G175	G1596	0.00237615
G192	G1045	0.00237597
G14	G546	0.00237507
G130	G1198	0.00237457
G121	G757	0.00237362
G25	G1002	0.00237322
G103	G1492	0.00237299
G68	G1073	0.00237099
G191	G193	0.00237035
G146	G1387	0.00237029
G25	G112	0.00236968
G26	G54	0.0023679
G22	G793	0.00236776
G40	G444	0.00236516
G136	G1098	0.00236499
G63	G496	0.00236314
G86	G740	0.00236237
G41	G1253	0.00236184
G43	G1118	0.00236141
G191	G771	0.00236024
G140	G1365	0.00236022
G127	G213	0.00235973
G47	G804	0.00235951
G163	G1131	0.00235811
G138	G1424	0.00235719
G176	G243	0.00235672
G192	G567	0.00235661
G30	G1612	0.00235624
G55	G1466	0.00235553
G108	G816	0.00235466
G26	G1006	0.00235406
G143	G550	0.00235357
G154	G39	0.00235353
G189	G1320	0.00235342
G99	G1454	0.00235284
G95	G1211	0.00235264
G65	G1547	0.00235236
G156	G971	0.00235111
G195	G490	0.00235083
G120	G918	0.00235061
G5	G1076	0.00235042
G2	G1567	0.00235008
G188	G244	0.00234706
G7	G930	0.00234667
G14	G1052	0.00234622
G86	G1139	0.00234599
G77	G1251	0.00234547
G81	G1320	0.00234468
G130	G75	0.00234458
G113	G1348	0.00234327
G127	G1425	0.00234228
G184	G37	0.00234146
G153	G520	0.00234045
G100	G424	0.00233984
G138	G121	0.00233911
G154	G1630	0.00233793
G112	G1505	0.00233746
G164	G1445	0.00233732
G34	G57	0.0023371
G11	G572	0.00233661
G166	G1084	0.00233638
G65	G490	0.0023363
G162	G600	0.00233476
G96	G1306	0.00233413
G90	G1057	0.0023341
G4	G1505	0.00233349
G139	G647	0.0023315
G192	G1081	0.0023307
G95	G1627	0.0023294
G181	G1433	0.00232921
G124	G408	0.00232824
G33	G233	0.00232803
G10	G1019	0.00232687
G64	G830	0.00232617
G140	G156	0.00232436
G126	G229	0.00232432
G61	G1286	0.00232352
G150	G981	0.00232339
G30	G1442	0.00232291
G150	G867	0.00232261
G191	G1380	0.00232248
G129	G317	0.00232244
G131	G52	0.00232243
G79	G876	0.00232192
G118	G659	0.00232108
G65	G1532	0.00231924
G12	G255	0.00231864
G29	G921	0.00231723
G70	G1532	0.00231717
G9	G356	0.00231675
G147	G478	0.00231664
G3	G1164	0.00231654
G9	G998	0.00231541
G10	G1558	0.00231514
G144	G149	0.0023151
G45	G8	0.00231418
G110	G11	0.0023138
G23	G461	0.00231313
G65	G1083	0.00231207
G134	G165	0.0023111
G114	G1424	0.00231028
G78	G198	0.00231008
G76	G1517	0.00230992
G23	G812	0.00230943
G108	G137	0.0023093
G45	G1331	0.00230855
G79	G705	0.00230772
G92	G375	0.00230724
G91	G128	0.00230426
G54	G959	0.00230419
G50	G976	0.00230403
G125	G236	0.00230364
G103	G1371	0.00230343
G143	G1610	0.00230317
G73	G808	0.00230133
G128	G645	0.00230068
G174	G1045	0.0023004
G148	G326	0.00229984
G105	G1494	0.00229938
G170	G94	0.00229919
G95	G594	0.00229914
G100	G1056	0.00229902
G94	G1446	0.00229899
G164	G1553	0.00229882
G34	G145	0.00229824
G144	G1329	0.00229663
G103	G1277	0.00229524
G113	G91	0.00229469
G65	G107	0.00229464
G171	G552	0.00229421
G25	G904	0.0022916
G170	G540	0.00229136
G43	G96	0.00229118
G121	G62	0.00228924
G4	G324	0.00228917
G9	G1176	0.00228837
G115	G805	0.00228768
G149	G152	0.00228745
G26	G766	0.00228545
G162	G1420	0.00228483
G119	G750	0.00228478
G168	G164	0.00228453
G69	G1081	0.00228432
G159	G145	0.00228322
G71	G70	0.00228285
G148	G905	0.00228273
G151	G999	0.00228272
G80	G233	0.00228171
G63	G461	0.0022815
G74	G804	0.00228058
G88	G1133	0.00227976
G193	G1532	0.00227939
G133	G40	0.00227908
G34	G1293	0.00227863
G157	G1028	0.00227832
G166	G1444	0.0022771
G177	G289	0.00227681
G151	G1259	0.00227597
G193	G1302	0.00227573
G94	G398	0.00227439
G22	G52	0.00227414
G9	G149	0.00227371
G12	G233	0.00227311
G69	G591	0.00227272
G115	G1051	0.00227272
G162	G1213	0.00227255
G110	G931	0.00227184
G137	G1621	0.0022705
G10	G925	0.00227011
G46	G518	0.00226998
G168	G567	0.00226967
G179	G143	0.00226963
G99	G181	0.00226866
G106	G823	0.0022685
G99	G160	0.0022682
G70	G262	0.00226768
G180	G117	0.00226731
G184	G751	0.00226728
G23	G417	0.00226664
G8	G1345	0.00226645
G189	G826	0.00226586
G66	G1591	0.00226561
G71	G1311	0.00226465
G169	G198	0.00226411
G34	G1549	0.00226401
G83	G1517	0.00226396
G165	G284	0.00226212
G134	G500	0.00226062
G190	G1579	0.00226021
G175	G1344	0.00225892
G103	G277	0.00225861
G184	G574	0.00225809
G167	G1610	0.00225734
G123	G1176	0.00225725
G46	G959	0.00225621
G69	G844	0.00225618
G78	G647	0.00225598
G23	G930	0.00225532
G193	G1375	0.0022546
G81	G889	0.00225318
G7	G600	0.00225128
G81	G529	0.00225119
G192	G1541	0.00225068
G57	G1414	0.00225007
G10	G136	0.00224977
G90	G1211	0.00224936
G98	G746	0.00224751
G48	G436	0.00224738
G132	G1527	0.0022463
G93	G1583	0.00224575
G45	G729	0.0022454
G68	G191	0.00224451
G82	G338	0.00224446
G6	G144	0.00224404
G81	G176	0.00224193
G91	G399	0.00224116
G142	G1568	0.00224062
G83	G50	0.00224011
G113	G1488	0.00223899
G68	G486	0.00223671
G175	G1311	0.00223608
G65	G1591	0.002233
G42	G461	0.0022327
G12	G1090	0.00223161
G194	G1505	0.00222987
G176	G437	0.00222893
G66	G1090	0.00222848
G89	G781	0.00222832
G169	G1083	0.00222761
G150	G888	0.00222666
G52	G972	0.00222646
G56	G569	0.00222646
G6	G694	0.002226
G63	G987	0.00222573
G171	G1596	0.00222506
G82	G539	0.00222487
G58	G82	0.00222396
G44	G566	0.00222292
G26	G1623	0.00222262
G100	G1332	0.00222251
G89	G100	0.00222248
G16	G1220	0.00222207
G65	G1528	0.00222197
G114	G96	0.00222124
G55	G751	0.00222089
G128	G1224	0.00221828
G69	G1034	0.00221803
G18	G1556	0.00221779
G141	G1093	0.00221542
G84	G1293	0.00221305
G61	G1198	0.00221247
G15	G1454	0.00221195
G195	G502	0.00221138
G174	G920	0.00221076
G120	G517	0.00221058
G59	G164	0.00221045
G22	G246	0.00220938
G92	G476	0.00220936
G29	G1249	0.00220925
G36	G511	0.00220911
G73	G709	0.0022085
G72	G328	0.00220728
G191	G64	0.00220699
G174	G351	0.00220684
G61	G309	0.00220652
G109	G1137	0.00220648
G3	G956	0.00220647
G83	G772	0.0022064
G187	G1343	0.00220594
G109	G772	0.00220461
G64	G1637	0.00220396
G101	G244	0.00220311
G139	G221	0.00220222
G173	G1607	0.00220209
G34	G100	0.0022017
G133	G1107	0.00220063
G166	G1441	0.00220025
G60	G986	0.00219997
G186	G879	0.00219925
G82	G1388	0.00219909
G101	G805	0.00219874
G58	G1578	0.00219828
G18	G1333	0.00219817
G170	G1343	0.00219765
G192	G1198	0.00219683
G178	G121	0.00219636
G103	G1609	0.00219587
G139	G235	0.00219461
G24	G18	0.00219438
G174	G722	0.00219371
G189	G1075	0.0021937
G52	G918	0.00219298
G38	G1536	0.00219287
G157	G1311	0.00219159
G55	G612	0.00219043
G175	G197	0.00218966
G144	G1047	0.00218852
G71	G1072	0.00218788
G163	G395	0.00218483
G100	G408	0.00218465
G62	G1321	0.00218359
G86	G1466	0.00218332
G98	G266	0.00218154
G185	G7	0.00218081
G51	G28	0.00218078
G77	G702	0.00218069
G78	G115	0.00218011
G192	G1422	0.00218006
G44	G132	0.00218002
G55	G936	0.00217839
G144	G1075	0.00217835
G147	G1299	0.00217741
G47	G4	0.00217698
G29	G956	0.00217606
G8	G1259	0.002176
G103	G1090	0.00217512
G107	G620	0.00217495
G74	G1249	0.00217483
G9	G1299	0.00217463
G19	G1090	0.00217426
G187	G458	0.00217247
G112	G1105	0.00217172
G183	G335	0.00217122
G140	G1163	0.00217065
G47	G505	0.0021699
G171	G768	0.00216943
G140	G1232	0.00216914
G30	G6	0.00216912
G83	G1120	0.00216859
G5	G1579	0.00216809
G180	G1298	0.00216717
G98	G606	0.00216641
G39	G782	0.00216588
G165	G359	0.00216267
G168	G440	0.00216254
G142	G143	0.00216237
G122	G1610	0.00216236
G108	G485	0.00216144
G71	G720	0.00216108
G88	G280	0.00215976
G128	G52	0.00215956
G125	G988	0.00215801
G108	G1426	0.00215534
G165	G437	0.00215517
G152	G606	0.00215441
G43	G712	0.00215398
G31	G417	0.00215374
G172	G1157	0.00215341
G190	G674	0.00215332
G157	G49	0.00214983
G51	G1610	0.00214909
G4	G889	0.00214803
G21	G247	0.00214786
G182	G1061	0.0021475
G185	G1074	0.00214562
G132	G194	0.00214534
G187	G634	0.00214407
G174	G217	0.00214245
G187	G1221	0.00214198
G140	G247	0.00214176
G24	G868	0.00214145
G182	G1029	0.00214116
G163	G54	0.00214064
G66	G7	0.0021387
G38	G955	0.00213843
G161	G56	0.00213632
G85	G390	0.00213558
G178	G1101	0.00213534
G72	G1533	0.00213504
G192	G745	0.00213497
G159	G238	0.00213406
G40	G634	0.00213394
G133	G490	0.00213391
G174	G634	0.00213288
G56	G1259	0.0021327
G82	G332	0.00213266
G124	G1590	0.00213058
G142	G321	0.00213038
G77	G1533	0.00213006
G46	G15	0.00212913
G148	G918	0.00212805
G13	G647	0.00212655
G170	G182	0.00212654
G72	G342	0.00212648
G194	G2	0.00212491
G58	G43	0.00212323
G50	G416	0.00212235
G156	G417	0.00212164
G33	G781	0.00212083
G94	G627	0.00212024
G151	G1091	0.00211813
G183	G682	0.00211779
G105	G398	0.00211759
G92	G1610	0.00211728
G119	G478	0.00211697
G95	G1510	0.00211254
G138	G63	0.00211154
G192	G1093	0.00211118
G176	G170	0.00211114
G132	G65	0.00211033
G175	G545	0.00210849
G182	G757	0.00210848
G160	G1072	0.00210757
G59	G1073	0.00210676
G87	G1256	0.00210551
G122	G1512	0.00210454
G99	G981	0.00210432
G153	G943	0.00210337
G5	G986	0.00210275
G132	G294	0.00210243
G158	G1221	0.00210122
G67	G1235	0.00210021
G144	G716	0.00209945
G167	G674	0.0020991
G59	G1589	0.0020986
G165	G362	0.00209801
G136	G44	0.00209767
G139	G194	0.00209762
G36	G597	0.00209725
G51	G1301	0.00209679
G173	G682	0.00209677
G171	G459	0.0020959
G100	G1538	0.00209586
G150	G1384	0.00209552
G141	G7	0.00209515
G8	G632	0.00209508
G103	G314	0.00209295
G7	G1168	0.00209218
G5	G884	0.00209187
G68	G1333	0.00209046
G167	G1259	0.00209026
G15	G719	0.0020897
G172	G1063	0.00208926
G48	G1363	0.00208921
G45	G301	0.00208845
G75	G30	0.00208842
G39	G699	0.00208752
G72	G143	0.00208732
G170	G653	0.00208713
G56	G391	0.00208691
G66	G1318	0.00208574
G42	G500	0.00208497
G138	G813	0.00208346
G11	G1299	0.00208339
G154	G1380	0.00208231
G39	G1543	0.00208194
G137	G183	0.00208142
G175	G1224	0.00208005
G161	G432	0.00207977
G149	G573	0.00207849
G184	G1567	0.00207731
G73	G807	0.00207569
G94	G520	0.00207441
G142	G309	0.00207402
G170	G107	0.00207391
G46	G1538	0.0020732
G190	G1561	0.00207307
G162	G145	0.0020716
G179	G1022	0.00207082
G106	G1419	0.00207075
G90	G246	0.00207054
G18	G103	0.00206973
G153	G70	0.0020696
G125	G1498	0.00206819
G103	G479	0.00206777
G159	G440	0.00206759
G115	G1462	0.00206751
G77	G811	0.00206623
G120	G1303	0.00206622
G96	G539	0.00206543
G25	G1171	0.00206466
G103	G1349	0.00206411
G5	G1090	0.0020639
G50	G1623	0.00206254
G53	G1097	0.00206176
G118	G1329	0.00206082
G21	G861	0.00205996
G117	G1274	0.0020581
G42	G160	0.00205808
G111	G923	0.00205735
G146	G421	0.00205626
G44	G296	0.00205558
G13	G50	0.00205463
G167	G25	0.00205344
G54	G1565	0.00205343
G19	G361	0.00205342
G191	G145	0.00205328
G190	G541	0.00205322
G5	G476	0.00205242
G12	G482	0.00205218
G192	G1099	0.00205184
G71	G1561	0.00205137
G73	G517	0.00205095
G135	G716	0.00204913
G121	G219	0.00204894
G76	G1344	0.0020488
G136	G7	0.00204838
G151	G129	0.00204788
G170	G551	0.00204763
G68	G967	0.00204751
G10	G745	0.00204642
G153	G961	0.00204627
G120	G153	0.00204623
G134	G1073	0.00204555
G132	G401	0.00204467
G117	G1309	0.00204429
G136	G1246	0.00204282
G15	G871	0.00204254
G133	G981	0.00204219
G111	G491	0.0020413
G154	G781	0.00204107
G52	G1317	0.00204084
G82	G236	0.00204031
G103	G808	0.00203936
G61	G1533	0.00203786
G116	G1187	0.00203714
G104	G1459	0.00203599
G89	G1525	0.00203592
G112	G444	0.00203586
G192	G375	0.00203546
G144	G1157	0.00203462
G48	G1543	0.00203455
G41	G221	0.00203229
G117	G142	0.00203222
G169	G742	0.00203115
G145	G1377	0.00202876
G128	G1557	0.00202706
G71	G781	0.00202592
G6	G48	0.00202436
G94	G150	0.00202434
G147	G606	0.00202391
G45	G122	0.0020237
G130	G212	0.00202255
G135	G504	0.00202111
G12	G1403	0.00202023
G74	G394	0.00201958
G36	G885	0.00201859
G22	G410	0.00201814
G145	G1123	0.00201759
G95	G1323	0.00201713
G168	G476	0.00201712
G42	G925	0.00201624
G176	G1331	0.00201605
G66	G387	0.00201545
G95	G686	0.00201407
G175	G1239	0.00201365
G195	G1409	0.00201364
G125	G147	0.00201218
G179	G611	0.00201089
G69	G1561	0.00201055
G163	G187	0.0020091
G107	G1063	0.00200769
G139	G1013	0.00200734
G185	G50	0.00200669
G127	G517	0.00200645
G108	G490	0.00200617
G138	G145	0.00200595
G17	G807	0.00200588
G20	G1073	0.00200484
G173	G1134	0.00200478
G20	G1053	0.00200377
G138	G444	0.00200364
G113	G1394	0.00200361
G98	G1026	0.00200312
G152	G962	0.00200196
G68	G906	0.00200167
G154	G665	0.00200005
G16	G1288	0.00200002
G16	G1045	0.0019997
G11	G565	0.00199916
G134	G1253	0.00199889
G184	G611	0.00199818
G116	G202	0.00199808
G195	G279	0.00199675
G97	G86	0.00199641
G76	G1390	0.00199634
G25	G1059	0.00199535
G143	G1091	0.00199461
G189	G553	0.00199356
G48	G520	0.00199267
G147	G1511	0.00199204
G158	G1077	0.00199148
G19	G91	0.00199102
G65	G1425	0.00198977
G13	G1459	0.00198963
G177	G1360	0.00198896
G50	G269	0.00198874
G93	G1225	0.00198811
G79	G1449	0.00198719
G86	G690	0.00198625
G156	G1432	0.00198605
G182	G357	0.001986
G77	G1608	0.00198428
G14	G103	0.00198413
G9	G1630	0.00198394
G46	G1625	0.00198381
G38	G289	0.00198244
G168	G133	0.00198
G57	G337	0.00197953
G16	G1265	0.00197893
G195	G552	0.00197865
G87	G658	0.00197848
G90	G28	0.00197654
G32	G129	0.00197611
G55	G400	0.00197529
G55	G1426	0.00197482
G25	G197	0.00197466
G61	G585	0.00197434
G175	G1299	0.00197411
G160	G954	0.00197382
G37	G539	0.00197301
G65	G1078	0.00197223
G5	G128	0.00197189
G139	G65	0.00197123
G140	G152	0.00197046
G179	G117	0.00197028
G27	G14	0.00196993
G64	G619	0.00196878
G45	G361	0.00196806
G38	G1594	0.00196763
G184	G1580	0.00196681
G77	G410	0.00196668
G9	G552	0.00196582
G172	G596	0.00196332
G52	G357	0.00196272
G136	G262	0.00196094
G5	G972	0.00196039
G100	G1505	0.00195808
G81	G11	0.00195778
G21	G815	0.00195743
G32	G588	0.00195576
G140	G1164	0.00195575
G140	G1173	0.00195512
G14	G359	0.0019544
G14	G159	0.00195409
G114	G1352	0.00195394
G116	G1596	0.00195345
G190	G1262	0.00195189
G55	G1214	0.00195112
G59	G1576	0.00195057
G45	G1459	0.00195004
G167	G417	0.00194991
G9	G1007	0.00194948
G150	G210	0.00194897
G110	G401	0.00194803
G34	G1170	0.00194799
G140	G212	0.00194572
G2	G459	0.0019457
G34	G2	0.00194249
G8	G114	0.00194136
G25	G1395	0.00194132
G155	G860	0.00194114
G73	G101	0.00194076
G80	G444	0.00193941
G83	G210	0.0019385
G134	G780	0.00193713
G173	G962	0.00193693
G97	G244	0.00193668
G2	G1163	0.0019365
G103	G570	0.0019357
G159	G816	0.00193519
G119	G710	0.00193497
G163	G470	0.00193487
G159	G1526	0.00193418
G81	G908	0.00193393
G164	G570	0.0019333
G128	G1015	0.00193308
G58	G153	0.0019308
G107	G927	0.00192998
G159	G619	0.0019296
G21	G1306	0.00192928
G174	G87	0.00192889
G191	G1084	0.00192851
G44	G1406	0.001928
G49	G1568	0.00192751
G41	G394	0.00192721
G130	G963	0.00192675
G126	G1075	0.00192597
G43	G1022	0.00192503
G171	G835	0.00192495
G86	G1313	0.00192371
G194	G835	0.00192344
G70	G162	0.00191742
G70	G546	0.00191695
G92	G345	0.00191529
G24	G1171	0.00191352
G191	G1000	0.00191338
G113	G1106	0.00191296
G140	G603	0.00191173
G181	G1390	0.00190932
G28	G1458	0.00190913
G7	G1304	0.00190872
G136	G1322	0.00190815
G45	G794	0.00190784
G132	G478	0.00190748
G4	G1193	0.00190713
G93	G1447	0.00190709
G65	G1426	0.00190622
G72	G4	0.00190581
G66	G253	0.00190563
G53	G578	0.00190551
G183	G55	0.00190469
G25	G393	0.00190461
G107	G1520	0.00190347
G154	G1280	0.00190308
G22	G698	0.00190303
G102	G1293	0.00190249
G157	G967	0.00190207
G93	G1045	0.00190202
G109	G768	0.00190087
G108	G103	0.00190073
G82	G1224	0.00190049
G184	G1243	0.00189934
G136	G130	0.00189693
G136	G1218	0.00189599
G103	G1402	0.00189566
G29	G606	0.00189555
G21	G879	0.00189545
G95	G1321	0.00189527
G28	G192	0.00189258
G131	G1156	0.00189225
G19	G1030	0.00189211
G81	G832	0.00189103
G56	G361	0.00189051
G110	G1355	0.00189039
G10	G179	0.00188933
G63	G478	0.00188913
G24	G597	0.00188839
G55	G145	0.00188744
G104	G1212	0.00188461
G99	G74	0.00188448
G189	G33	0.00188431
G42	G49	0.00188412
G129	G961	0.00188403
G43	G455	0.00188314
G39	G12	0.00188129
G39	G1220	0.0018812
G188	G1139	0.00188087
G78	G231	0.00188
G170	G609	0.00187744
G90	G418	0.00187719
G120	G520	0.00187606
G69	G229	0.0018756
G131	G655	0.00187498
G22	G244	0.00187415
G21	G195	0.00187336
G185	G1615	0.00187308
G125	G1403	0.001871
G109	G1133	0.00187086
G80	G1304	0.00187073
G72	G904	0.00187024
G103	G1001	0.00186942
G130	G1371	0.00186936
G182	G1366	0.00186685
G119	G980	0.00186638
G122	G106	0.00186575
G42	G540	0.0018656
G6	G1520	0.00186559
G94	G1112	0.00186419
G88	G878	0.00186385
G22	G1327	0.00186337
G178	G1425	0.00186287
G115	G247	0.00186253
G22	G1573	0.00186119
G40	G1299	0.00186094
G57	G202	0.00186032
G17	G923	0.00185918
G126	G459	0.00185842
G99	G629	0.00185835
G99	G1224	0.00185757
G3	G210	0.0018566
G180	G422	0.0018564
G175	G77	0.00185629
G52	G361	0.00185288
