TF	Target	Score
G63	G373	0.00783376
G60	G1359	0.00783371
G86	G1168	0.00783242
G24	G2168	0.00782945
G33	G1558	0.00782933
G2	G1834	0.00782861
G76	G52	0.0078284
G33	G1154	0.00782778
G37	G1606	0.00782713
G26	G1258	0.00782495
G28	G555	0.00782327
G13	G717	0.00782291
G68	G2551	0.0078215
G87	G390	0.00782095
G37	G1695	0.00782079
G16	G1015	0.00782047
G25	G1253	0.00782026
G66	G174	0.00781988
G96	G941	0.00781961
G15	G2638	0.00781828
G76	G2720	0.00781792
G40	G24	0.00781786
G16	G1775	0.00781733
G51	G208	0.00781693
G11	G1354	0.00781607
G18	G529	0.00781586
G53	G2621	0.00781567
G13	G335	0.0078154
G89	G159	0.00781476
G84	G220	0.00781471
G10	G567	0.0078137
G40	G691	0.00781352
G22	G601	0.00781322
G48	G261	0.00781107
G39	G167	0.00780831
G37	G2655	0.00780783
G98	G435	0.00780779
G89	G1316	0.00780694
G3	G659	0.00780677
G10	G453	0.00780662
G15	G1406	0.00780628
G29	G1940	0.00780543
G59	G2420	0.00780449
G12	G1520	0.0078033
G13	G918	0.00780255
G94	G712	0.00780243
G16	G973	0.00780124
G76	G2127	0.00780074
G93	G2803	0.0078003
G25	G2776	0.0077993
G97	G567	0.00779887
G20	G55	0.00779737
G60	G2419	0.00779669
G61	G2218	0.00779651
G73	G52	0.00779625
G59	G1144	0.00779606
G79	G1902	0.00779587
G99	G929	0.00779526
G79	G1025	0.0077949
G90	G2790	0.00779424
G94	G1021	0.00779421
G47	G90	0.0077938
G52	G1011	0.00779326
G97	G1396	0.00779277
G14	G1708	0.00779203
G86	G572	0.0077912
G13	G87	0.00778909
G25	G921	0.00778897
G93	G2578	0.00778739
G94	G2060	0.00778711
G65	G659	0.00778552
G37	G2099	0.00778552
G68	G1141	0.00778493
G99	G1057	0.00778416
G8	G128	0.00778313
G68	G987	0.007783
G40	G1992	0.00778283
G93	G2546	0.0077825
G53	G603	0.00778054
G33	G450	0.00777953
G35	G1144	0.00777902
G48	G1492	0.00777809
G3	G885	0.0077776
G26	G1837	0.00777758
G88	G1874	0.00777605
G57	G755	0.00777585
G51	G443	0.0077731
G2	G2249	0.00777245
G88	G1984	0.00776994
G18	G257	0.00776666
G51	G170	0.00776589
G68	G2425	0.00776368
G25	G920	0.00776309
G86	G1272	0.00776307
G39	G677	0.00776049
G40	G926	0.00775872
G81	G1355	0.00775789
G75	G152	0.00775774
G30	G1249	0.00775765
G18	G1654	0.00775554
G52	G2728	0.00775546
G63	G607	0.0077553
G94	G1944	0.00775524
G89	G2356	0.0077552
G73	G1113	0.00775375
G10	G1518	0.00775351
G55	G240	0.00775292
G73	G405	0.00775198
G98	G1723	0.00775088
G19	G516	0.00774982
G2	G2162	0.00774955
G99	G1414	0.00774893
G62	G2804	0.00774809
G76	G1222	0.00774802
G30	G782	0.0077468
G19	G1084	0.00774631
G49	G1966	0.00774619
G77	G1287	0.00774616
G62	G1161	0.00774563
G13	G1374	0.00774457
G49	G2067	0.00774449
G59	G1607	0.00774423
G25	G2503	0.00774377
G12	G2142	0.0077437
G49	G680	0.00774224
G28	G2177	0.00774133
G13	G27	0.0077408
G93	G1991	0.00773986
G33	G2440	0.00773833
G87	G2610	0.00773781
G64	G2254	0.00773725
G29	G499	0.00773703
G4	G753	0.00773669
G78	G1730	0.0077359
G89	G2753	0.00773587
G50	G29	0.00773362
G64	G774	0.00773124
G94	G617	0.00773072
G34	G294	0.00772929
G64	G85	0.00772801
G95	G2329	0.00772781
G98	G160	0.00772735
G48	G107	0.00772723
G66	G2627	0.00772723
G56	G545	0.00772536
G13	G2130	0.00772449
G96	G189	0.00772416
G76	G1534	0.00772344
G9	G1905	0.00772313
G99	G1271	0.00772312
G21	G1129	0.00772295
G32	G2076	0.00772275
G84	G652	0.00772202
G46	G1217	0.00772175
G32	G2230	0.00771906
G55	G2473	0.00771884
G84	G1769	0.00771843
G77	G2300	0.00771795
G42	G710	0.00771746
G87	G1528	0.00771733
G83	G801	0.00771683
G25	G261	0.00771623
G93	G1484	0.0077143
G82	G2799	0.00771343
G48	G1704	0.00771124
G13	G2733	0.00770958
G28	G1052	0.00770932
G39	G2404	0.0077071
G16	G1609	0.00770656
G80	G2520	0.00770637
G29	G1723	0.00770594
G42	G1720	0.0077039
G16	G729	0.00770351
G4	G584	0.00770306
G54	G1406	0.00770298
G39	G2764	0.00770291
G91	G2412	0.00770287
G13	G521	0.00770164
G8	G2780	0.00770132
G42	G1977	0.0077004
G28	G1985	0.00770018
G72	G920	0.0076996
G31	G520	0.00769862
G67	G1501	0.00769847
G76	G1277	0.00769766
G18	G368	0.00769555
G75	G1952	0.00769511
G15	G918	0.00769474
G66	G2240	0.00769332
G94	G2387	0.00769325
G14	G673	0.00769146
G25	G1622	0.00768977
G80	G610	0.0076892
G80	G1009	0.0076888
G49	G2475	0.00768855
G26	G2327	0.00768843
G89	G732	0.00768793
G10	G1478	0.00768735
G22	G342	0.00768699
G86	G1234	0.00768651
G59	G807	0.0076864
G25	G2115	0.00768613
G48	G2099	0.00768424
G98	G60	0.00768388
G29	G625	0.00768112
G3	G2210	0.00768063
G6	G2383	0.0076801
G61	G399	0.00767992
G38	G2232	0.00767741
G36	G2089	0.00767693
G25	G552	0.00767682
G59	G395	0.00767529
G67	G659	0.00767448
G40	G960	0.00767219
G49	G2399	0.00767216
G42	G2519	0.0076718
G49	G1897	0.00767179
G40	G2225	0.00767111
G13	G479	0.00766952
G79	G2670	0.00766935
G12	G291	0.00766934
G67	G993	0.0076684
G27	G1986	0.00766716
G28	G1836	0.00766665
G66	G2389	0.00766648
G18	G133	0.00766308
G16	G2481	0.00766075
G59	G2442	0.00765926
G8	G1826	0.00765923
G26	G1487	0.00765904
G57	G2383	0.00765902
G61	G177	0.00765895
G39	G2790	0.0076577
G16	G1226	0.0076565
G35	G724	0.00765614
G18	G2073	0.00765551
G63	G1046	0.0076549
G82	G1647	0.00765438
G12	G1535	0.0076535
G71	G2193	0.00765334
G15	G653	0.00765302
G59	G2434	0.00765188
G25	G278	0.00765119
G21	G2526	0.00765055
G54	G781	0.00765043
G60	G2028	0.00764579
G24	G516	0.00764439
G23	G1843	0.00764229
G62	G2358	0.00764219
G71	G2761	0.00764143
G78	G2194	0.00763985
G26	G2648	0.00763838
G84	G792	0.00763795
G95	G2041	0.00763719
G60	G599	0.00763691
G62	G2082	0.00763536
G31	G1864	0.0076348
G55	G1393	0.00763406
G37	G43	0.00763396
G94	G2533	0.00763322
G10	G2033	0.0076332
G39	G2565	0.00763304
G68	G432	0.00763273
G40	G285	0.00763262
G98	G1161	0.00763154
G80	G1085	0.00763126
G66	G1068	0.00763107
G65	G1592	0.00763059
G40	G674	0.0076304
G99	G2215	0.00762924
G49	G497	0.00762818
G65	G2167	0.00762803
G13	G220	0.00762699
G94	G2108	0.00762694
G66	G301	0.00762689
G74	G2058	0.00762479
G79	G1315	0.00762339
G50	G810	0.00762338
G25	G1900	0.00762291
G36	G2216	0.00762205
G25	G1944	0.00762157
G76	G1381	0.00762135
G68	G265	0.00762051
G49	G329	0.00761996
G7	G1239	0.0076199
G66	G555	0.00761949
G64	G1570	0.00761738
G84	G66	0.007617
G13	G1687	0.00761641
G53	G1601	0.00761615
G47	G1824	0.00761575
G38	G2672	0.00761575
G95	G75	0.00761511
G40	G1724	0.00761479
G63	G885	0.00761467
G61	G2503	0.00761446
G89	G171	0.00761377
G17	G1589	0.00761264
G74	G1453	0.00761263
G83	G1241	0.00761222
G14	G2050	0.00761063
G31	G2265	0.00760952
G93	G1362	0.00760944
G59	G1993	0.00760846
G35	G2231	0.00760615
G16	G2541	0.00760583
G68	G771	0.00760569
G78	G1953	0.00760333
G19	G4	0.00760325
G31	G1348	0.00760232
G72	G1924	0.00760196
G73	G406	0.00760157
G51	G948	0.00760096
G41	G2461	0.00760051
G19	G1358	0.00760025
G71	G1457	0.0075991
G99	G81	0.00759753
G3	G1226	0.00759679
G24	G1418	0.00759643
G14	G2460	0.00759636
G53	G168	0.00759476
G81	G2056	0.00759453
G47	G2751	0.00759375
G37	G1261	0.0075936
G15	G1209	0.00759147
G94	G1936	0.00759101
G31	G1057	0.00758995
G56	G1277	0.00758947
G65	G2713	0.00758854
G50	G1060	0.00758665
G88	G802	0.00758656
G61	G2396	0.00758624
G73	G102	0.00758609
G65	G1651	0.00758448
G79	G1294	0.00758348
G40	G437	0.00758309
G9	G2684	0.00758232
G87	G989	0.00758046
G9	G367	0.00758019
G61	G29	0.00757973
G48	G206	0.00757883
G86	G1947	0.00757846
G40	G833	0.00757619
G45	G995	0.00757493
G18	G1407	0.00757475
G67	G1414	0.0075729
G16	G827	0.00757234
G28	G715	0.00757227
G3	G2125	0.00757204
G8	G2535	0.00757186
G27	G361	0.00757178
G14	G1617	0.00757053
G52	G303	0.00756957
G21	G864	0.0075694
G32	G2366	0.00756783
G17	G873	0.00756747
G37	G136	0.00756731
G8	G2731	0.00756667
G19	G1886	0.00756637
G29	G1663	0.00756521
G87	G1484	0.00756481
G20	G1369	0.00756465
G40	G1159	0.00756289
G25	G2043	0.00756214
G12	G928	0.00756116
G84	G864	0.0075594
G97	G1501	0.00755652
G64	G618	0.00755639
G15	G1422	0.00755584
G46	G707	0.00755548
G8	G1213	0.00755445
G62	G913	0.00755349
G78	G1161	0.00755303
G73	G1837	0.00755296
G80	G1219	0.007552
G62	G1105	0.00755134
G19	G207	0.00755131
G31	G2506	0.00755024
G19	G941	0.00754891
G54	G2128	0.00754878
G90	G737	0.00754655
G22	G982	0.00754571
G49	G1930	0.00754514
G75	G617	0.00754512
G87	G982	0.00754471
G45	G294	0.00754442
G71	G227	0.00754119
G52	G864	0.00754018
G25	G660	0.00754018
G37	G1917	0.00753955
G91	G1843	0.0075381
G39	G1922	0.00753748
G66	G2719	0.007537
G11	G2239	0.00753558
G31	G2675	0.00753512
G92	G1518	0.00753504
G21	G1072	0.00753485
G75	G231	0.00753399
G94	G45	0.00753199
G8	G1750	0.00753153
G23	G885	0.00753133
G79	G2099	0.00753132
G23	G2084	0.00753043
G50	G2204	0.00752848
G96	G1799	0.00752847
G37	G252	0.00752798
G59	G2482	0.00752778
G29	G2626	0.00752706
G11	G1951	0.00752699
G7	G686	0.00752687
G64	G801	0.00752664
G51	G2558	0.00752502
G75	G931	0.00752348
G24	G369	0.00752286
G16	G466	0.00752233
G71	G2539	0.00752107
G82	G217	0.00751944
G72	G1347	0.00751904
G85	G2806	0.00751834
G92	G610	0.00751757
G15	G2012	0.00751597
G93	G1482	0.00751555
G28	G1377	0.00751523
G30	G1441	0.00751369
G75	G2388	0.00751274
G81	G41	0.00751171
G41	G2547	0.00751143
G37	G2662	0.00751013
G10	G801	0.00750976
G68	G1496	0.00750853
G8	G430	0.00750842
G28	G2619	0.00750811
G83	G524	0.00750751
G76	G1530	0.00750732
G3	G1895	0.00750698
G81	G1667	0.00750646
G10	G1651	0.00750644
G89	G1054	0.00750548
G74	G256	0.00750454
G75	G1104	0.00750434
G52	G977	0.0075042
G3	G109	0.0075034
G59	G2432	0.007502
G30	G864	0.00750199
G40	G2397	0.00750158
G45	G2050	0.00750057
G26	G883	0.00750041
G31	G1069	0.00749999
G73	G146	0.00749969
G86	G2582	0.00749956
G84	G2469	0.00749887
G32	G2706	0.00749819
G77	G2119	0.00749787
G50	G1102	0.00749773
G91	G1848	0.00749773
G67	G2133	0.00749601
G12	G1033	0.00749291
G95	G1320	0.00749274
G44	G507	0.00749254
G42	G865	0.00749217
G15	G287	0.00749155
G30	G1750	0.00749119
G94	G620	0.00749084
G99	G1481	0.0074906
G45	G376	0.00748988
G64	G1334	0.00748901
G17	G2718	0.0074885
G89	G980	0.00748762
G27	G453	0.00748751
G27	G347	0.00748719
G69	G501	0.00748681
G52	G2723	0.00748562
G9	G1501	0.00748519
G7	G1051	0.00748484
G41	G1356	0.0074846
G24	G1284	0.00748198
G57	G85	0.00748164
G62	G1951	0.00747787
G76	G470	0.00747769
G41	G1387	0.00747697
G12	G2017	0.00747531
G33	G821	0.00747411
G75	G1365	0.00747288
G66	G625	0.00747138
G32	G1918	0.00747076
G84	G1697	0.00746966
G72	G106	0.00746897
G34	G2070	0.00746861
G9	G2303	0.00746804
G39	G727	0.00746712
G79	G2247	0.00746654
G76	G59	0.0074661
G53	G1164	0.0074652
G67	G1272	0.00746517
G10	G1723	0.00746503
G60	G1731	0.00746366
G91	G204	0.00746293
G40	G811	0.00746262
G72	G954	0.00746256
G11	G2597	0.00746227
G12	G1545	0.00746205
G99	G2101	0.00746181
G72	G2151	0.00746165
G69	G333	0.00746151
G98	G515	0.00746066
G52	G754	0.0074606
G84	G962	0.00745877
G11	G1181	0.0074577
G17	G1297	0.00745764
G83	G492	0.00745747
G99	G1022	0.00745672
G14	G546	0.00745633
G49	G1104	0.00745606
G4	G814	0.00745413
G84	G2415	0.00745199
G27	G2767	0.00745009
G72	G214	0.00744975
G14	G105	0.00744961
G13	G1195	0.00744949
G97	G2637	0.00744928
G70	G1837	0.00744914
G25	G1086	0.00744889
G34	G2108	0.00744803
G27	G2067	0.00744752
G76	G599	0.00744592
G30	G1080	0.00744528
G83	G72	0.00744474
G75	G1346	0.00744397
G15	G939	0.00744339
G42	G742	0.00744267
G66	G1261	0.00744249
G72	G2658	0.00744221
G66	G2139	0.00744156
G27	G55	0.00744127
G50	G133	0.0074388
G19	G1885	0.00743719
G89	G714	0.0074371
G25	G164	0.0074359
G75	G1440	0.00743473
G8	G655	0.00743029
G94	G2281	0.00742734
G26	G29	0.00742709
G22	G1920	0.00742693
G50	G1049	0.00742581
G76	G1922	0.00742526
G31	G24	0.00742492
G14	G768	0.00742101
G29	G691	0.00742086
G21	G263	0.00741908
G58	G2178	0.0074189
G89	G2536	0.00741818
G53	G472	0.00741712
G20	G1255	0.00741422
G2	G687	0.00741352
G32	G2254	0.00741131
G25	G2002	0.00741001
G15	G2336	0.00740976
G57	G437	0.00740899
G63	G587	0.00740896
G64	G2501	0.00740818
G6	G257	0.00740806
G46	G1319	0.00740688
G96	G1211	0.00740672
G40	G754	0.00740619
G93	G1912	0.00740582
G18	G521	0.00740564
G78	G449	0.00740535
G32	G1631	0.00740372
G87	G2184	0.00740358
G33	G986	0.00740295
G24	G2662	0.00740182
G83	G357	0.007401
G62	G1287	0.00740095
G71	G2411	0.00739988
G94	G1137	0.00739945
G69	G1261	0.00739919
G98	G329	0.00739823
G51	G1730	0.00739816
G6	G408	0.00739815
G35	G1533	0.0073977
G50	G2646	0.00739695
G31	G1488	0.00739657
G37	G1580	0.00739617
G35	G2519	0.00739574
G61	G724	0.00739564
G63	G2389	0.00739554
G89	G711	0.00739552
G68	G2590	0.00739524
G28	G2435	0.00739483
G13	G1661	0.00739358
G37	G1905	0.00739273
G24	G1304	0.0073919
G34	G2657	0.00739189
G6	G774	0.00739162
G48	G204	0.00739157
G64	G2439	0.00739097
G22	G1709	0.00738927
G61	G372	0.00738818
G65	G972	0.00738791
G53	G939	0.00738785
G30	G789	0.00738656
G48	G585	0.00738567
G20	G2055	0.00738451
G77	G2214	0.00738365
G53	G2089	0.00738303
G74	G202	0.0073826
G73	G374	0.00738253
G92	G2246	0.00738199
G83	G2099	0.00738145
G33	G777	0.007381
G91	G1049	0.00737893
G13	G453	0.00737828
G93	G2322	0.00737803
G88	G2781	0.0073771
G63	G2033	0.00737709
G56	G1104	0.00737693
G24	G1350	0.00737686
G95	G225	0.00737645
G72	G623	0.00737592
G40	G771	0.00737496
G62	G2413	0.00737493
G14	G2482	0.00737463
G95	G1919	0.00737369
G88	G1297	0.00737367
G41	G708	0.00737337
G46	G1816	0.00737307
G33	G1403	0.00737243
G83	G1616	0.00737158
G82	G1520	0.00737094
G64	G1467	0.00736972
G77	G1132	0.00736957
G93	G517	0.00736911
G53	G1274	0.00736869
G84	G835	0.00736796
G89	G294	0.00736746
G37	G528	0.00736734
G53	G1912	0.00736684
G53	G2607	0.0073661
G32	G2259	0.0073661
G40	G2512	0.00736388
G33	G1213	0.0073637
G45	G2203	0.00736354
G16	G2459	0.00736349
G58	G1414	0.00736333
G99	G1444	0.00736084
G53	G801	0.00736031
G34	G394	0.00735975
G64	G562	0.00735866
G69	G603	0.0073548
G99	G1236	0.00735314
G73	G467	0.00735241
G70	G1340	0.00735216
G36	G1827	0.00735206
G75	G1823	0.0073491
G85	G230	0.00734861
G53	G894	0.00734612
G89	G1033	0.00734507
G44	G359	0.0073437
G48	G1304	0.00734342
G10	G1023	0.00734291
G68	G2585	0.00734271
G74	G2425	0.00734132
G59	G1837	0.00733998
G71	G2609	0.00733968
G95	G497	0.0073379
G27	G1565	0.00733737
G97	G1603	0.00733724
G24	G2601	0.00733717
G48	G1248	0.0073367
G81	G1085	0.00733291
G88	G280	0.00733194
G9	G359	0.00733155
G4	G2756	0.00733135
G78	G801	0.0073311
G23	G886	0.00733036
G63	G1320	0.00732883
G48	G943	0.00732716
G81	G2592	0.00732642
G25	G2569	0.00732519
G65	G2311	0.00732497
G30	G837	0.00732278
G98	G2555	0.00732225
G60	G885	0.00732217
G70	G552	0.00732065
G39	G1150	0.00732056
G83	G621	0.00731941
G90	G1609	0.00731852
G47	G2087	0.00731845
G85	G640	0.00731769
G77	G914	0.00731599
G85	G479	0.00731595
G16	G2018	0.00731554
G16	G1795	0.00731317
G69	G738	0.00731308
G37	G911	0.00731268
G39	G735	0.00731183
G62	G1591	0.00731043
G10	G2350	0.00730988
G50	G1562	0.0073096
G67	G1866	0.00730745
G61	G681	0.00730713
G91	G1350	0.00730681
G71	G1977	0.00730531
G68	G620	0.00730295
G89	G1024	0.00730144
G60	G1422	0.00730062
G97	G1761	0.00729956
G62	G1722	0.00729921
G78	G383	0.00729907
G22	G323	0.00729881
G80	G1787	0.00729765
G95	G1018	0.00729737
G19	G2126	0.00729555
G15	G2542	0.0072952
G27	G915	0.00729464
G25	G1439	0.00729413
G98	G2567	0.00729356
G28	G567	0.00729316
G77	G2017	0.00729265
G25	G1374	0.00729246
G5	G2735	0.00728942
G26	G1433	0.00728871
G64	G963	0.00728797
G68	G1924	0.00728679
G84	G1477	0.00728524
G92	G2417	0.00728394
G3	G97	0.00728314
G10	G1784	0.00728304
G80	G2730	0.00728287
G38	G931	0.00728159
G60	G327	0.00728144
G84	G876	0.00727967
G48	G1540	0.007279
G18	G1093	0.00727815
G38	G2108	0.0072778
G13	G979	0.0072775
G25	G218	0.00727694
G92	G2499	0.00727646
G35	G115	0.00727628
G24	G1732	0.00727616
G11	G1356	0.00727596
G68	G1622	0.00727526
G24	G433	0.00727508
G27	G1405	0.0072741
G94	G1123	0.00727209
G11	G1268	0.0072712
G46	G231	0.00727059
G93	G1111	0.00727041
G53	G769	0.00727028
G93	G2649	0.00727015
G18	G1709	0.0072701
G99	G2141	0.00726915
G15	G744	0.0072681
G89	G2513	0.0072679
G92	G1022	0.00726722
G45	G1773	0.00726319
G16	G2663	0.0072624
G73	G2425	0.00726236
G69	G1839	0.00726145
G38	G2399	0.00726082
G43	G2029	0.00726076
G16	G1996	0.00725987
G15	G1170	0.00725906
G98	G2533	0.00725898
G25	G2052	0.00725805
G83	G814	0.00725799
G58	G2488	0.00725502
G67	G2740	0.00725303
G38	G1758	0.00725267
G34	G1573	0.00725216
G56	G51	0.00725159
G33	G2261	0.00725077
G27	G308	0.00725053
G57	G368	0.00724997
G19	G1866	0.00724995
G86	G138	0.00724918
G25	G2335	0.00724716
G55	G2563	0.00724611
G73	G2028	0.00724557
G24	G2743	0.00724555
G9	G1393	0.00724528
G12	G2213	0.00724489
G84	G204	0.00724447
G59	G151	0.00724329
G20	G408	0.00724251
G14	G713	0.00724172
G83	G1389	0.00724126
G79	G2027	0.00724019
G9	G1083	0.00724016
G12	G1959	0.00724
G42	G2306	0.00723954
G49	G2409	0.00723947
G32	G2112	0.00723795
G92	G294	0.00723708
G38	G1912	0.00723656
G14	G2580	0.00723556
G80	G1663	0.00723494
G90	G2275	0.0072344
G70	G1784	0.00723414
G53	G1296	0.00723279
G89	G971	0.00723237
G35	G2196	0.00722914
G60	G405	0.00722826
G19	G2595	0.00722822
G93	G2657	0.00722616
G48	G1094	0.00722614
G49	G1440	0.00722595
G59	G302	0.00722553
G77	G1166	0.0072251
G52	G2357	0.00722417
G62	G1490	0.00722308
G71	G2715	0.00722083
G78	G1481	0.0072208
G52	G2426	0.00722063
G11	G2037	0.00722037
G53	G2201	0.00721981
G31	G727	0.00721973
G69	G225	0.00721963
G2	G1657	0.00721922
G61	G2235	0.0072189
G75	G272	0.00721666
G21	G1355	0.00721623
G79	G255	0.00721605
G11	G2783	0.00721456
G25	G2104	0.00721455
G28	G1359	0.00721301
G77	G736	0.0072128
G77	G1372	0.00721083
G9	G2696	0.00721069
G81	G418	0.00721062
G74	G651	0.00721016
G83	G1346	0.00721007
G25	G2234	0.00720973
G24	G429	0.00720968
G24	G1483	0.00720934
G24	G1201	0.00720778
G32	G1876	0.00720763
G2	G1159	0.00720762
G41	G781	0.0072071
G37	G1773	0.0072059
G62	G544	0.00720497
G34	G1151	0.00720385
G20	G2540	0.00720363
G68	G2662	0.00720206
G26	G1745	0.00720116
G67	G706	0.00720097
G61	G226	0.00720082
G30	G910	0.0072002
G53	G744	0.00719991
G18	G2029	0.00719889
G89	G1742	0.00719712
G51	G709	0.00719702
G35	G302	0.00719624
G49	G2260	0.00719564
G5	G2608	0.00719496
G62	G824	0.00719265
G45	G964	0.00719102
G87	G2351	0.00719074
G48	G22	0.00719005
G36	G659	0.00718974
G69	G2469	0.00718884
G15	G978	0.00718878
G3	G1097	0.00718653
G14	G515	0.00718455
G85	G506	0.00718448
G99	G851	0.00718428
G12	G919	0.00718401
G82	G581	0.00718317
G9	G1565	0.00718252
G31	G2389	0.00718096
G89	G137	0.00718092
G65	G1538	0.00718057
G30	G2495	0.00717906
G28	G2688	0.0071775
G64	G536	0.0071764
G47	G334	0.00717574
G39	G620	0.00717423
G11	G2670	0.0071725
G16	G859	0.00717237
G71	G2783	0.00717233
G43	G2126	0.00717219
G56	G1222	0.00717071
G7	G2274	0.00717043
G84	G2710	0.00716893
G96	G1397	0.00716871
G61	G2320	0.00716668
G40	G2648	0.00716513
G28	G2536	0.00716461
G53	G2501	0.00716339
G66	G778	0.00716292
G89	G1156	0.00716246
G73	G1249	0.00716237
G75	G668	0.0071623
G2	G1586	0.00716074
G56	G1657	0.00716073
G46	G1049	0.0071606
G81	G1445	0.00716028
G26	G698	0.00715976
G34	G2278	0.0071594
G27	G1871	0.00715898
G76	G569	0.00715819
G39	G1111	0.00715788
G28	G1683	0.00715768
G27	G2440	0.0071554
G85	G1509	0.00715526
G84	G2167	0.00715409
G84	G618	0.00715392
G94	G896	0.00715287
G90	G641	0.00715228
G34	G78	0.00715009
G67	G488	0.00714872
G36	G871	0.00714774
G81	G1499	0.00714752
G18	G1794	0.00714687
G72	G2209	0.00714685
G82	G1896	0.00714669
G6	G2311	0.00714617
G39	G2588	0.00714554
G75	G1998	0.00714536
G20	G1850	0.00714454
G25	G1369	0.0071438
G48	G659	0.00714244
G55	G1282	0.00714065
G27	G160	0.00714062
G86	G691	0.00713899
G81	G323	0.00713795
G76	G2369	0.00713758
G76	G174	0.00713728
G76	G2200	0.00713704
G24	G1929	0.00713696
G63	G1034	0.00713655
G21	G222	0.00713573
G58	G2607	0.00713496
G63	G1969	0.00713488
G31	G2270	0.00713381
G25	G1952	0.00713335
G62	G466	0.00713166
G65	G498	0.00713161
G90	G675	0.00713154
G47	G172	0.0071311
G9	G1532	0.00713055
G88	G580	0.00713029
G45	G1466	0.00713
G33	G2557	0.00712965
G39	G317	0.00712945
G82	G2380	0.0071286
G91	G1458	0.00712759
G14	G2472	0.0071272
G96	G260	0.0071258
G86	G567	0.0071251
G25	G1154	0.00712502
G76	G450	0.00712494
G61	G2190	0.00712292
G74	G2798	0.00712285
G37	G1100	0.00712249
G37	G2423	0.00712228
G28	G2141	0.00712224
G96	G2293	0.00712016
G9	G2704	0.00712003
G48	G424	0.0071199
G16	G2578	0.00711963
G86	G2659	0.00711828
G91	G1200	0.00711812
G94	G1579	0.00711773
G45	G2322	0.00711712
G72	G553	0.00711655
G75	G2329	0.00711635
G8	G2182	0.00711634
G57	G1195	0.00711526
G86	G2423	0.00711449
G69	G2540	0.00711401
G20	G997	0.00711351
G49	G2045	0.00711324
G27	G697	0.00711228
G88	G374	0.00710955
G61	G2187	0.00710921
G89	G114	0.00710873
G27	G1305	0.00710698
G77	G2241	0.00710661
G74	G539	0.00710497
G73	G2776	0.00710486
G92	G1204	0.00710429
G64	G1065	0.00710263
G18	G102	0.00710241
G81	G991	0.0071003
G62	G121	0.00709813
G28	G56	0.00709807
G52	G1908	0.00709779
G96	G788	0.00709768
G59	G291	0.00709695
G53	G799	0.00709685
G36	G2447	0.00709563
G65	G703	0.00709523
G67	G928	0.00709379
G50	G1784	0.00709357
G11	G1497	0.00709325
G71	G484	0.00709087
G19	G852	0.00709076
G81	G2322	0.00709022
G89	G22	0.00708962
G27	G977	0.00708826
G99	G2199	0.007088
G69	G2541	0.0070875
G7	G2010	0.00708723
G49	G966	0.00708721
G77	G1142	0.00708572
G76	G2419	0.00708536
G78	G1427	0.00708483
G76	G2273	0.00708462
G14	G1742	0.00708443
G31	G1862	0.00708442
G2	G2670	0.00708415
G33	G617	0.00708398
G3	G700	0.0070838
G24	G1805	0.00708246
G15	G2718	0.00708173
G17	G746	0.00708099
G94	G2168	0.00708082
G46	G262	0.00708075
G49	G177	0.00707867
G3	G1905	0.00707649
G40	G1033	0.0070755
G32	G807	0.00707517
G7	G1887	0.00707448
G27	G109	0.00707436
G12	G1166	0.007074
G41	G998	0.00707357
G53	G1558	0.0070735
G20	G356	0.00707101
G53	G1918	0.00707069
G26	G224	0.00707007
G30	G2437	0.00706896
G28	G785	0.00706895
G89	G2331	0.0070677
G5	G2436	0.00706574
G11	G933	0.00706571
G16	G1809	0.00706411
G2	G1493	0.0070625
G80	G627	0.00706197
G53	G1094	0.00706189
G25	G2571	0.00706173
G25	G1263	0.00706112
G85	G1583	0.00706094
G87	G2257	0.00706066
G3	G2462	0.00706046
G80	G641	0.00705994
G7	G1961	0.00705942
G10	G589	0.00705805
G41	G2313	0.00705768
G59	G515	0.00705768
G30	G2634	0.00705705
G94	G2536	0.00705685
G37	G462	0.00705678
G39	G2086	0.00705623
G3	G1595	0.00705395
G81	G657	0.00705354
G21	G658	0.00705339
G61	G1184	0.00705278
G46	G2621	0.00705249
G64	G90	0.00705139
G60	G2473	0.00705117
G84	G445	0.00705073
G78	G1209	0.00705022
G77	G698	0.00705009
G89	G2128	0.007048
G82	G969	0.00704793
G69	G1237	0.00704754
G24	G2535	0.00704637
G45	G518	0.00704552
G40	G547	0.00704481
G15	G2758	0.00704341
G99	G2445	0.00704332
G36	G2467	0.00704169
G95	G2212	0.00704095
G29	G319	0.00704092
G54	G1292	0.0070406
G51	G2011	0.00704021
G89	G1092	0.00703821
G65	G2592	0.00703773
G96	G2363	0.00703748
G42	G127	0.00703636
G33	G1664	0.0070349
G50	G971	0.00703476
G14	G15	0.00703443
G7	G536	0.00703359
G50	G2425	0.00703292
G24	G852	0.00703175
G9	G2377	0.00703131
G70	G1270	0.00703123
G79	G2720	0.00703016
G8	G1953	0.00702895
G16	G2366	0.00702854
G3	G641	0.00702798
G50	G167	0.00702746
G67	G934	0.0070255
G61	G1243	0.00702495
G18	G2265	0.0070243
G93	G2248	0.0070235
G24	G2310	0.00702325
G70	G1592	0.00702307
G76	G123	0.00702213
G13	G356	0.00702179
G14	G2492	0.00702156
G25	G1083	0.00702126
G53	G723	0.00701965
G70	G299	0.00701943
G24	G2094	0.00701783
G84	G358	0.00701773
G67	G621	0.00701772
